醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5901152640,仁大藥局,台北市士林區社子街１３號１樓,(02)88113793,0,4,2020/02/07 19:40:05
5901152686,三光藥局,台北市士林區延平北路５段３２０號１樓,(02)28123786,0,4,2020/02/07 19:40:05
5901152739,芳圓藥局,台北市士林區社子街２６－１號,(02)28168666,0,2,2020/02/07 19:40:05
5901152793,信光藥局,台北市士林區文昌路６８號,(02)28366277,0,2,2020/02/07 19:40:05
5901152837,文昌大藥局,台北市士林區文昌路７２號,(02)28376196,0,20,2020/02/07 19:40:05
5901152882,天爵藥局,台北市士林區中山北路６段４５０巷１號,(02)28733759,194,56,2020/02/07 19:40:05
5901153110,美麗田藥局,台北市士林區通河街７８號,(02)28855990,0,4,2020/02/07 19:40:05
5901153245,大東健保藥局,臺北市士林區大東路８６－４號,(02)28834672,0,2,2020/02/07 19:40:05
5901153263,健揚藥局,台北市士林區延平北路５段２５１號,(02)28163698,0,5,2020/02/07 19:40:05
5901153325,天母康甯健保藥局,台北市士林區克強路８號,(02)28366631,0,8,2020/02/07 19:40:05
5901153432,大南春天生活藥局,台北市士林區大南路３１７、３１９號,(02)28882196,0,4,2020/02/07 19:40:05
5901153496,躍獅忠誠藥局,台北市士林區忠義街７０號,(02)28387948,0,2,2020/02/07 19:40:05
5901153503,祥新藥局,台北市士林區社子街６５號,(02)28110906,2,0,2020/02/07 19:40:05
5901153521,天母台安藥局,台北市士林區天母西路３４號,(02)28728017,0,16,2020/02/07 19:40:05
5901153567,華齡春天生活藥局,台北市士林區華齡街３６、３８號,(02)28882156,2,0,2020/02/07 19:40:05
5901153656,德行盛康藥局,台北市士林區德行東路２０６之１號,(02)28348756,0,4,2020/02/07 19:40:05
5901153674,愛佳藥局,台北市士林區承德路４段２２２之１號,(02)28811199,2,0,2020/02/07 19:40:05
5901153683,安奕藥局,台北市士林區葫蘆街３０巷１２號,(02)28133289,0,12,2020/02/07 19:40:05
5901153727,前港盛康藥局,台北市士林區前港街２８號,(02)28831079,0,8,2020/02/07 19:40:05
5901153790,天母盛康藥局,台北市士林區天母東路８巷８４號,(02)28720208,0,14,2020/02/07 19:40:05
5901153825,太和堂中西藥局,台北市士林區大東路７４號（實際使用：１樓）,(02)28814122,6,0,2020/02/07 19:40:05
5901153852,躍獅芝山藥局,台北市士林區福華路１５４號（實際使用：１樓）,(02)28365822,2,16,2020/02/07 19:40:05
5901153870,容育藥局,台北市士林區延平北路６段８號（實際使用：１樓）,(02)28113680,4,0,2020/02/07 19:40:05
5901160062,丸三大藥局,台北市北投區自強街１０５號,(02)28230637,0,6,2020/02/07 19:40:05
5901160142,德昇藥局,台北市北投區裕民二路２０號,(02)28217565,2,0,2020/02/07 19:40:05
5901160222,新祥藥局,台北市北投區知行路２０８號－１,(02)28582551,0,2,2020/02/07 19:40:05
5901160277,建民藥局,台北市北投區光明路１６１號,(02)28912339,0,2,2020/02/07 19:40:05
5901160286,昌源藥局,台北市北投區中央北路４段４８５號,(02)28928695,10,0,2020/02/07 19:40:05
5901160320,益元藥局,台北市北投區光明路１０６號,(02)28912675,0,4,2020/02/07 19:40:05
5901160400,世全藥局,台北市北投區知行路２７３號,(02)28585378,130,26,2020/02/07 19:40:05
5901160428,九福藥局,台北市北投區公館路２３６號,(02)28953009,4,0,2020/02/07 19:40:05
5901160517,弘安藥局,台北市北投區懷德街３３號１樓,(02)28206390,2,0,2020/02/07 19:40:05
5901160544,黎明藥局,台北市北投區尊賢街２５３－１號,(02)28223795,4,8,2020/02/07 19:40:05
5901160562,名山藥局,台北市北投區東陽街４７５號１樓,(02)28226101,0,2,2020/02/07 19:40:05
5901160802,美康藥局,台北市北投區明德路９０號１樓,(02)28281176,0,4,2020/02/07 19:40:05
5901161890,良興藥局,台北市北投區中和街２８６號,(02)28933360,0,8,2020/02/07 19:40:05
5901161961,聯合藥局,台北市北投區石牌路１段２３號,(02)28270306,0,12,2020/02/07 19:40:05
5901161998,玉山藥局,台北市北投區光明路１４５號,(02)28956236,4,0,2020/02/07 19:40:05
5901162002,實踐藥局,台北市北投區實踐街１３號,(02)28276616,0,16,2020/02/07 19:40:05
5901162119,祐鄰藥局,台北市北投區尊賢街２５０號,(02)28281232,0,22,2020/02/07 19:40:05
5901162306,上頤藥局,台北市北投區中和街３２７號１樓,(02)28981230,0,2,2020/02/07 19:40:05
5901162459,國泰藥師藥局,台北市北投區自強街１３９－１號,(02)28223995,0,2,2020/02/07 19:40:05
5901162879,杏嘉藥局,台北市北投區清江路６８號,(02)28982340,0,4,2020/02/07 19:40:05
5901163027,躍獅光明藥局,台北市北投區光明路５１、５３號,(02)28915993,16,30,2020/02/07 19:40:05
5901163107,小豬藥局,台北市北投區石牌路１段１６６巷８３號,(02)28217099,0,2,2020/02/07 19:40:05
5901163241,昱仁藥局,台北市北投區光明路１０２號２樓,(02)28979050,4,30,2020/02/07 19:40:05
5901163250,關渡松藥局,台北市北投區知行路２４７號,(02)28584824,0,2,2020/02/07 19:40:05
5901163296,天禧大藥局,台北市北投區實踐街３５號,(02)28213558,0,10,2020/02/07 19:40:05
5901163312,秝安藥局,台北市北投區石牌路１段６９號（實際使用：１樓）,(02)28215399,0,13,2020/02/07 19:40:05
5901163376,北投春天藥局,台北市北投區中央南路１段７６號,(02)28916668,4,0,2020/02/07 19:40:05
5901163394,致遠春天藥局,臺北市北投區致遠一路１段１３２號１、２樓,(02)28253258,0,2,2020/02/07 19:40:05
5901163410,尊賢藥局,台北市北投區尊賢街２１２號,(02)28270505,0,6,2020/02/07 19:40:05
5901163474,怡人藥局,台北市北投區自強街１６８號,(02)28211598,0,22,2020/02/07 19:40:05
5901163483,天富大藥局,台北市北投區石牌路２段１７１號１、２樓,(02)28225812,0,2,2020/02/07 19:40:05
5901163509,吉利春天生活藥局,台北市北投區吉利街１２０號,(02)28253256,0,2,2020/02/07 19:40:05
5901170040,惠群藥局,台北市信義區忠孝東路４段５５９巷３８號,(02)27679234,0,2,2020/02/07 19:40:05
5901170139,福華藥局,台北市信義區吳興街２８１巷３號１樓,(02)27208527,0,6,2020/02/07 19:40:05
5901170255,松隆藥局,台北市信義區虎林街６５號,(02)27684033,2,2,2020/02/07 19:40:05
5901170264,杏康藥局,台北市信義區忠孝東路５段３７２巷２７弄６８－２號１Ｆ,(02)23457422,0,15,2020/02/07 19:40:05
5901170335,慧生藥局,台北市信義區松山路３１０號,(02)27647138,0,38,2020/02/07 19:40:05
5901170399,文豐藥局,台北市信義區松山路５４３號－１,(02)27272709,30,10,2020/02/07 19:40:05
5901170442,大順安藥局,台北市信義區吳興街８４號,(02)27360639,4,0,2020/02/07 19:40:05
5901170648,立信藥局,台北市信義區松山路４０３號,(02)27687754,2,0,2020/02/07 19:40:05
5901170906,吳興藥局,台北市信義區吳興街２７９號１樓,(02)27208328,0,32,2020/02/07 19:40:05
5901170915,杏仁藥局,台北市信義區大道路１３５號,(02)27262541,4,0,2020/02/07 19:40:05
5901172160,佑華藥局,台北市信義區忠孝東路５段５０８－４號１樓,(02)27595719,2,22,2020/02/07 19:40:05
5901172197,得揚藥局,台北市信義區忠孝東路５段４５２號１樓,(02)87884667,4,2,2020/02/07 19:40:05
5901172213,華泰藥局,台北市信義區虎林街８２巷５號,(02)27601992,0,38,2020/02/07 19:40:05
5901172240,德康大藥局,台北市信義區松山路５４１巷２１號,(02)27272502,4,2,2020/02/07 19:40:05
5901172268,皇佳大藥局,台北市信義區松山路５４１巷１９號,(02)27269868,8,14,2020/02/07 19:40:05
5901172508,好康藥局,台北市信義區莊敬路４１４號,(02)27232979,2,2,2020/02/07 19:40:05
5901172544,麗中藥局,台北市信義區福德街２１７號,(02)27594416,4,0,2020/02/07 19:40:05
5901172580,文興藥局,台北市信義區福德街２４５號,(02)27590989,56,30,2020/02/07 19:40:05
5901172651,康杏藥局,台北市信義區福德街３０６號１樓,(02)27591510,0,2,2020/02/07 19:40:05
5901172740,信桉藥局,台北市信義區莊敬路２３６號,(02)87860005,0,2,2020/02/07 19:40:05
5901172786,安佑藥局,台北市信義區吳興街２４７號１樓,(02)27222236,0,6,2020/02/07 19:40:05
5901172924,松仁藥局,台北市信義區松仁路２３３號,(02)27238626,34,30,2020/02/07 19:40:05
5901172933,喜樂藥局,台北市信義區松德路１２５號,(02)27275797,0,4,2020/02/07 19:40:05
5901173050,貴臨藥局,台北市信義區永吉路３２６巷１９號,(02)27493768,0,2,2020/02/07 19:40:05
5901173210,濟生中西藥局,台北市信義區崇德街４１號,(02)27358452,100,18,2020/02/07 19:40:05
5901173283,上禾藥師藥局,台北市信義區林口街２７號,(02)27592686,6,20,2020/02/07 19:40:05
5901173292,荐荃藥師藥局,台北市信義區虎林街６８之３號,(02)27492866,4,12,2020/02/07 19:40:05
5901173390,馨馨藥局,台北市信義區虎林街８２巷１９號,(02)27491208,0,6,2020/02/07 19:40:05
5901173407,康怡健保藥局,台北市信義區吳興街４６７巷２弄１２號,(02)27206193,2,22,2020/02/07 19:40:05
5901173498,御安藥局,台北市信義區和平東路３段３５９號,(02)27323997,0,10,2020/02/07 19:40:05
5901173658,杏一永春藥局,台北市信義區松山路２９２巷１７號,(02)27495938,0,36,2020/02/07 19:40:05
5901173676,杏一光復藥局,台北市信義區光復南路４４９之１號,(02)87804626,8,4,2020/02/07 19:40:05
5901173701,壹間藥師藥局,台北市信義區虎林街１２０巷１４８號,(02)27672833,18,2,2020/02/07 19:40:05
5901173710,專品光復藥局,台北市信義區光復南路４６７之１號,(02)27586682,2,0,2020/02/07 19:40:05
5901173738,尚頤中西藥局,台北市信義區虎林街１４５號,(02)27253818,2,12,2020/02/07 19:40:05
5901173756,信義盛康藥局,台北市信義區永吉路２８６號,(02)23460521,1,0,2020/02/07 19:40:05
5901173765,上好藥師藥局,台北市信義區永吉路３０巷１０１弄４８號,(02)27677088,2,8,2020/02/07 19:40:05
5901173774,立赫北醫藥局,台北市信義區吳興街１１８巷２６弄１７號,(02)27320100,10,0,2020/02/07 19:40:05
5901173792,柏愛藥局,台北市信義區基隆路２段１３１之９號,(02)27325472,0,12,2020/02/07 19:40:05
5901173818,博亞藥局,台北市信義區莊敬路４６２號,(02)27580506,100,30,2020/02/07 19:40:05
5901180037,崇信藥局,台北市中正區齊東街８８號,(02)23417557,0,4,2020/02/07 19:40:05
5901180055,日生大藥局,台北市中正區汀州路１段５３號１樓,(02)23031393,0,4,2020/02/07 19:40:05
5901180215,上海聯合藥局,台北市中正區衡陽路３２號１樓,(02)23117744,0,2,2020/02/07 19:40:05
5901180304,祥全藥局,台北市中正區信義路２段７９巷１５－８號１Ｆ,(02)23939339,0,22,2020/02/07 19:40:05
5901180368,古亭藥局,台北市中正區汀州路３段１１７號,(02)23683618,0,2,2020/02/07 19:40:05
5901182068,永興藥局,台北市中正區汀州路１段９２巷２８號,(02)23050986,0,24,2020/02/07 19:40:05
5901182086,國杏藥師示範藥局,台北市中正區延平南路１７１巷３號,(02)23811322,0,30,2020/02/07 19:40:05
5901182219,連雲藥局,台北市中正區連雲街７９號,(02)23410504,16,0,2020/02/07 19:40:05
5901182255,全民藥局,台北市中正區廈門街８７號,(02)23695759,4,2,2020/02/07 19:40:05
5901183323,和平藥局,台北市中正區中華路２段４３號,(02)23755303,0,34,2020/02/07 19:40:05
5901183510,怡誠藥局,台北市中正區汀州路２段２１２號,(02)23626905,0,14,2020/02/07 19:40:05
5901183645,大愛生活藥局,台北市中正區汀州路２段２３２號,(02)23661155,4,0,2020/02/07 19:40:05
5901183716,台醫藥局,台北市中正區公園路３０巷４號,(02)23141202,2,24,2020/02/07 19:40:05
5901183789,佑康大藥局,台北市中正區汀州路２段６４號,(02)23683602,0,4,2020/02/07 19:40:05
5901183823,南昌健康人生藥局,台北市中正區南昌路１段１５３號,(02)23969382,0,4,2020/02/07 19:40:05
5901183887,中英大藥局,台北市中正區永綏街６號,(02)23615654,4,0,2020/02/07 19:40:05
5901184080,活力健康藥妝藥局,台北市中正區中華路２段３１５巷１號,(02)23392625,0,4,2020/02/07 19:40:05
5901184106,信康藥局,臺北市中正區南昌路１段１４３號,(02)23961979,2,0,2020/02/07 19:40:05
5901184142,新三醫藥局,台北市中正區汀州路３段１２５號,(02)23648180,0,30,2020/02/07 19:40:05
5901184179,保德中華藥局,台北市中正區中華路２段１５９號,(02)23027720,0,2,2020/02/07 19:40:05
5901184240,立赫健保藥局,台北市中正區新生南路１段１６之２號,(02)33223231,2,12,2020/02/07 19:40:05
5901184437,安藤健保調劑藥局,台北市中正區南昌路１段１３０號、１３２號,(02)23962120,0,4,2020/02/07 19:40:05
5901184446,北車維康藥局,台北市中正區青島西路７號,(02)23613623,4,0,2020/02/07 19:40:05
5901184464,和眾藥局,台北市中正區忠孝西路１段６號,(07)010119100,0,16,2020/02/07 19:40:05
5901184491,躍獅南門藥局,台北市中正區中華路２段３９巷１０號,(02)23141111,8,2,2020/02/07 19:40:05
5901184508,康呈安藥局,台北市中正區汀州路２段１８７號,(02)23672215,2,0,2020/02/07 19:40:05
5901184517,躍獅東門藥局,台北市中正區金山南路１段１０８之１號,(02)23920339,4,4,2020/02/07 19:40:05
5901190033,世欣藥局,台北市萬華區東園街１７３號１Ｆ,(02)23074263,0,8,2020/02/07 19:40:05
5901190060,秀全藥局,台北市萬華區開封街２段６６－３號,(02)23811357,0,6,2020/02/07 19:40:05
5901190079,建和藥局,台北市萬華區青年路１６８巷４４號,(02)23010838,0,26,2020/02/07 19:40:05
5901190104,大嘉藥局,台北市萬華區梧州街６０號,(02)23084402,2,30,2020/02/07 19:40:05
5901190408,您永安藥局,台北市萬華區昆明街１６２號,(02)23317119,0,2,2020/02/07 19:40:05
5901190515,日昇藥局,台北市萬華區廣州街１２４號,(02)23062975,0,29,2020/02/07 19:40:05
5901190668,聯慶大藥局,台北市萬華區萬大路３０６號１樓,(02)23039850,0,2,2020/02/07 19:40:05
5901192126,恩達藥局,台北市萬華區梧州街６４號,(02)23024467,0,48,2020/02/07 19:40:05
5901192144,健華藥局,台北市萬華區康定路３２８號,(02)23063083,0,4,2020/02/07 19:40:05
5901192233,仁仁藥局,台北市萬華區康定路２１９號,(02)23365545,2,8,2020/02/07 19:40:05
5901192546,躍獅西園藥局,台北市萬華區西園路２段２６０號,(02)23094063,4,0,2020/02/07 19:40:05
5901192653,吉安藥局,台北市萬華區廣州街１８２號,(02)23085268,0,4,2020/02/07 19:40:05
5901192751,好視多藥局,台北市萬華區萬大路２８５號,(02)23018100,0,2,2020/02/07 19:40:05
5901192831,偉安藥局,台北市萬華區西藏路１０９號,(02)23037186,0,18,2020/02/07 19:40:05
5901192877,瑞生藥局,台北市萬華區西園路２段２５２號,(02)23012159,46,46,2020/02/07 19:40:05
5901192975,萬華藥局,台北市萬華區萬大路２４８號實際營業地址１樓、２樓,(02)23012221,114,58,2020/02/07 19:40:05
5901193070,榮勝藥局,台北市萬華區萬大路２３３號,(02)23331121,0,4,2020/02/07 19:40:05
5901193105,安誠貴陽藥局,台北市萬華區貴陽街２段１４８號,(02)23812190,2,0,2020/02/07 19:40:05
5901193123,千誠北護藥局,台北市萬華區內江街１１４號,(02)23123530,2,2,2020/02/07 19:40:05
5901193132,松本藥局,台北市萬華區西昌街２３３號,(02)23029559,0,2,2020/02/07 19:40:05
5901193150,日森人文藥局,台北市萬華區和平西路３段１４９號,(02)23082100,0,2,2020/02/07 19:40:05
5901193187,富安藥局,台北市萬華區萬大路４２６號,(02)23377878,0,8,2020/02/07 19:40:05
5901193196,青年宏越藥局,台北市萬華區青年路４４號,(02)23011037,0,2,2020/02/07 19:40:05
5901193230,啟仁藥局,台北市萬華區環河南路２段１７７號,(02)23362771,0,10,2020/02/07 19:40:05
5901193249,光華藥局,台北市萬華區華西街１９－５號,(02)23613609,0,16,2020/02/07 19:40:05
5901200105,建興藥局,台北市文山區木柵路２段８１號１樓,(02)29399993,4,0,2020/02/07 19:40:05
5901200114,健群藥局,台北市文山區景興路４１號,(02)29328898,4,0,2020/02/07 19:40:05
5901200123,瑞安藥局,台北市文山區溪口街６９－１號１樓,(02)29312888,0,10,2020/02/07 19:40:05
5901200187,全銨藥局,台北市文山區木新路３段３４９號１樓,(02)29370689,18,2,2020/02/07 19:40:05
5901200534,日信專業藥局,台北市文山區木柵路２段１３９號１樓,(02)86618322,14,0,2020/02/07 19:40:05
5901201540,逸仙藥師藥局,台北市文山區興隆路２段２１８－１號１樓,(02)29312597,0,6,2020/02/07 19:40:05
5901201675,博揚藥局,台北市文山區景興路１８１號,(02)89321707,0,8,2020/02/07 19:40:05
